Artikelnummer,Attributname,Attributwert
ONS-SI-GE-SX,FAQ,"Welche Datenrate überträgt ONS-SI-GE-SX?||ONS-SI-GE-SX überträgt 1 Gbit/s (Gigabit Ethernet) gemäß 1000BASE-SX.##Welchen Formfaktor und Anschluss hat ONS-SI-GE-SX?||ONS-SI-GE-SX ist im Formfaktor SFP ausgeführt mit Anschluss Duplex LC.##Welche Reichweite erzielt ONS-SI-GE-SX?||ONS-SI-GE-SX überbrückt bis 500 m (50 µm) / 300 m (62,5 µm) bei 850 nm.##Unterstützt ONS-SI-GE-SX digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei ONS-SI-GE-SX: Ja.##In welchem Temperaturbereich arbeitet ONS-SI-GE-SX?||ONS-SI-GE-SX arbeitet laut Datenblatt im Bereich -40 bis 85 °C.##Wofür wird ONS-SI-GE-SX eingesetzt?||ONS-SI-GE-SX ist ausgelegt für Rechenzentrum (Kurzstrecke).##Wie wird ONS-SI-GE-SX mit Strom versorgt?||ONS-SI-GE-SX bezieht die Versorgung über den Host-Port; ein externes Netzteil ist nicht erforderlich."
ONS-SI-GE-ZX,FAQ,"Welche Datenrate überträgt ONS-SI-GE-ZX?||ONS-SI-GE-ZX überträgt 1 Gbit/s (Gigabit Ethernet) gemäß 1000BASE-ZX.##Welchen Formfaktor und Anschluss hat ONS-SI-GE-ZX?||ONS-SI-GE-ZX ist im Formfaktor SFP ausgeführt mit Anschluss Duplex LC.##Welche Reichweite erzielt ONS-SI-GE-ZX?||ONS-SI-GE-ZX überbrückt 80 km bei 1550 nm.##Unterstützt ONS-SI-GE-ZX digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei ONS-SI-GE-ZX: Ja.##In welchem Temperaturbereich arbeitet ONS-SI-GE-ZX?||ONS-SI-GE-ZX arbeitet laut Datenblatt im Bereich -40 bis 85 °C.##Wofür wird ONS-SI-GE-ZX eingesetzt?||ONS-SI-GE-ZX ist ausgelegt für Weitverkehrsnetz (Langstrecke).##Wie wird ONS-SI-GE-ZX mit Strom versorgt?||ONS-SI-GE-ZX bezieht die Versorgung über den Host-Port; ein externes Netzteil ist nicht erforderlich."
ONS-CXP2-SR25,FAQ,"Welche Datenrate überträgt ONS-CXP2-SR25?||ONS-CXP2-SR25 überträgt 300 Gbit/s (12×25G) gemäß CXP 12×25G Short Reach.##Welchen Formfaktor und Anschluss hat ONS-CXP2-SR25?||ONS-CXP2-SR25 ist im Formfaktor CXP ausgeführt mit Anschluss 24-Faser-MPO/MTP.##Welche Reichweite erzielt ONS-CXP2-SR25?||ONS-CXP2-SR25 überbrückt Kurzstrecke (Multimode) bei 840–865 nm.##Unterstützt ONS-CXP2-SR25 digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei ONS-CXP2-SR25: Ja.##In welchem Temperaturbereich arbeitet ONS-CXP2-SR25?||ONS-CXP2-SR25 arbeitet laut Datenblatt im Bereich 0 bis 70 °C.##Wofür wird ONS-CXP2-SR25 eingesetzt?||ONS-CXP2-SR25 ist ausgelegt für Rechenzentrum (Kurzstrecke).##Wie wird ONS-CXP2-SR25 mit Strom versorgt?||ONS-CXP2-SR25 bezieht die Versorgung über den Host-Port; ein externes Netzteil ist nicht erforderlich."
ONS-SC+-10G-SR,FAQ,"Welche Datenrate überträgt ONS-SC+-10G-SR?||ONS-SC+-10G-SR überträgt 10 Gbit/s gemäß 10GBASE-SR.##Welchen Formfaktor und Anschluss hat ONS-SC+-10G-SR?||ONS-SC+-10G-SR ist im Formfaktor SFP+ ausgeführt mit Anschluss Duplex LC.##Welche Reichweite erzielt ONS-SC+-10G-SR?||ONS-SC+-10G-SR überbrückt bis 300 m (OM3) bei 850 nm.##Unterstützt ONS-SC+-10G-SR digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei ONS-SC+-10G-SR: Ja.##In welchem Temperaturbereich arbeitet ONS-SC+-10G-SR?||ONS-SC+-10G-SR arbeitet laut Datenblatt im Bereich 0 bis 70 °C.##Wofür wird ONS-SC+-10G-SR eingesetzt?||ONS-SC+-10G-SR ist ausgelegt für Rechenzentrum (Kurzstrecke).##Wie wird ONS-SC+-10G-SR mit Strom versorgt?||ONS-SC+-10G-SR bezieht die Versorgung über den Host-Port; ein externes Netzteil ist nicht erforderlich."
ONS-SC+-10G-LR,FAQ,"Welche Datenrate überträgt ONS-SC+-10G-LR?||ONS-SC+-10G-LR überträgt 10 Gbit/s gemäß 10GBASE-LR.##Welchen Formfaktor und Anschluss hat ONS-SC+-10G-LR?||ONS-SC+-10G-LR ist im Formfaktor SFP+ ausgeführt mit Anschluss Duplex LC.##Welche Reichweite erzielt ONS-SC+-10G-LR?||ONS-SC+-10G-LR überbrückt 10 km bei 1310 nm.##Unterstützt ONS-SC+-10G-LR digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei ONS-SC+-10G-LR: Ja.##In welchem Temperaturbereich arbeitet ONS-SC+-10G-LR?||ONS-SC+-10G-LR arbeitet laut Datenblatt im Bereich 0 bis 70 °C.##Wofür wird ONS-SC+-10G-LR eingesetzt?||ONS-SC+-10G-LR ist ausgelegt für Campus-/Metro-Netz (Langstrecke).##Wie wird ONS-SC+-10G-LR mit Strom versorgt?||ONS-SC+-10G-LR bezieht die Versorgung über den Host-Port; ein externes Netzteil ist nicht erforderlich."
ONS-SC+-10G-ER,FAQ,"Welche Datenrate überträgt ONS-SC+-10G-ER?||ONS-SC+-10G-ER überträgt 10 Gbit/s gemäß 10GBASE-ER.##Welchen Formfaktor und Anschluss hat ONS-SC+-10G-ER?||ONS-SC+-10G-ER ist im Formfaktor SFP+ ausgeführt mit Anschluss Duplex LC.##Welche Reichweite erzielt ONS-SC+-10G-ER?||ONS-SC+-10G-ER überbrückt 40 km bei 1550 nm.##Unterstützt ONS-SC+-10G-ER digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei ONS-SC+-10G-ER: Ja.##In welchem Temperaturbereich arbeitet ONS-SC+-10G-ER?||ONS-SC+-10G-ER arbeitet laut Datenblatt im Bereich 0 bis 70 °C.##Wofür wird ONS-SC+-10G-ER eingesetzt?||ONS-SC+-10G-ER ist ausgelegt für Metro-/Weitverkehrsnetz.##Wie wird ONS-SC+-10G-ER mit Strom versorgt?||ONS-SC+-10G-ER bezieht die Versorgung über den Host-Port; ein externes Netzteil ist nicht erforderlich."
ONS-SC+-10G-ZR,FAQ,"Welche Datenrate überträgt ONS-SC+-10G-ZR?||ONS-SC+-10G-ZR überträgt 10 Gbit/s gemäß 10GBASE-ZR.##Welchen Formfaktor und Anschluss hat ONS-SC+-10G-ZR?||ONS-SC+-10G-ZR ist im Formfaktor SFP+ ausgeführt mit Anschluss Duplex LC.##Welche Reichweite erzielt ONS-SC+-10G-ZR?||ONS-SC+-10G-ZR überbrückt 80 km bei 1550 nm.##Unterstützt ONS-SC+-10G-ZR digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei ONS-SC+-10G-ZR: Ja.##In welchem Temperaturbereich arbeitet ONS-SC+-10G-ZR?||ONS-SC+-10G-ZR arbeitet laut Datenblatt im Bereich 0 bis 70 °C.##Wofür wird ONS-SC+-10G-ZR eingesetzt?||ONS-SC+-10G-ZR ist ausgelegt für Weitverkehrsnetz (Langstrecke).##Wie wird ONS-SC+-10G-ZR mit Strom versorgt?||ONS-SC+-10G-ZR bezieht die Versorgung über den Host-Port; ein externes Netzteil ist nicht erforderlich."
ONS-SC+-10G-C,FAQ,"Welche Datenrate überträgt ONS-SC+-10G-C?||ONS-SC+-10G-C überträgt 10 Gbit/s gemäß 10GBASE-DWDM (C-Band tunable).##Welchen Formfaktor und Anschluss hat ONS-SC+-10G-C?||ONS-SC+-10G-C ist im Formfaktor SFP+ ausgeführt mit Anschluss Duplex LC.##Welche Reichweite erzielt ONS-SC+-10G-C?||ONS-SC+-10G-C überbrückt bis 80 km bei C-Band (durchstimmbar).##Unterstützt ONS-SC+-10G-C digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei ONS-SC+-10G-C: Ja.##In welchem Temperaturbereich arbeitet ONS-SC+-10G-C?||ONS-SC+-10G-C arbeitet laut Datenblatt im Bereich 0 bis 70 °C.##Wofür wird ONS-SC+-10G-C eingesetzt?||ONS-SC+-10G-C ist ausgelegt für Carrier-/Transportnetz (DWDM / kohärent).##Wie wird ONS-SC+-10G-C mit Strom versorgt?||ONS-SC+-10G-C bezieht die Versorgung über den Host-Port; ein externes Netzteil ist nicht erforderlich."
ONS-SI+-10G-SR,FAQ,"Welche Datenrate überträgt ONS-SI+-10G-SR?||ONS-SI+-10G-SR überträgt 10 Gbit/s gemäß 10GBASE-SR.##Welchen Formfaktor und Anschluss hat ONS-SI+-10G-SR?||ONS-SI+-10G-SR ist im Formfaktor SFP+ ausgeführt mit Anschluss Duplex LC.##Welche Reichweite erzielt ONS-SI+-10G-SR?||ONS-SI+-10G-SR überbrückt bis 300 m (OM3) bei 850 nm.##Unterstützt ONS-SI+-10G-SR digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei ONS-SI+-10G-SR: Ja.##In welchem Temperaturbereich arbeitet ONS-SI+-10G-SR?||ONS-SI+-10G-SR arbeitet laut Datenblatt im Bereich -40 bis 85 °C.##Wofür wird ONS-SI+-10G-SR eingesetzt?||ONS-SI+-10G-SR ist ausgelegt für Rechenzentrum (Kurzstrecke).##Wie wird ONS-SI+-10G-SR mit Strom versorgt?||ONS-SI+-10G-SR bezieht die Versorgung über den Host-Port; ein externes Netzteil ist nicht erforderlich."
ONS-SI+-10G-LR,FAQ,"Welche Datenrate überträgt ONS-SI+-10G-LR?||ONS-SI+-10G-LR überträgt 10 Gbit/s gemäß 10GBASE-LR.##Welchen Formfaktor und Anschluss hat ONS-SI+-10G-LR?||ONS-SI+-10G-LR ist im Formfaktor SFP+ ausgeführt mit Anschluss Duplex LC.##Welche Reichweite erzielt ONS-SI+-10G-LR?||ONS-SI+-10G-LR überbrückt 10 km bei 1310 nm.##Unterstützt ONS-SI+-10G-LR digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei ONS-SI+-10G-LR: Ja.##In welchem Temperaturbereich arbeitet ONS-SI+-10G-LR?||ONS-SI+-10G-LR arbeitet laut Datenblatt im Bereich -40 bis 85 °C.##Wofür wird ONS-SI+-10G-LR eingesetzt?||ONS-SI+-10G-LR ist ausgelegt für Campus-/Metro-Netz (Langstrecke).##Wie wird ONS-SI+-10G-LR mit Strom versorgt?||ONS-SI+-10G-LR bezieht die Versorgung über den Host-Port; ein externes Netzteil ist nicht erforderlich."
ONS-SI+-10G-ER,FAQ,"Welche Datenrate überträgt ONS-SI+-10G-ER?||ONS-SI+-10G-ER überträgt 10 Gbit/s gemäß 10GBASE-ER.##Welchen Formfaktor und Anschluss hat ONS-SI+-10G-ER?||ONS-SI+-10G-ER ist im Formfaktor SFP+ ausgeführt mit Anschluss Duplex LC.##Welche Reichweite erzielt ONS-SI+-10G-ER?||ONS-SI+-10G-ER überbrückt 40 km bei 1550 nm.##Unterstützt ONS-SI+-10G-ER digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei ONS-SI+-10G-ER: Ja.##In welchem Temperaturbereich arbeitet ONS-SI+-10G-ER?||ONS-SI+-10G-ER arbeitet laut Datenblatt im Bereich -40 bis 85 °C.##Wofür wird ONS-SI+-10G-ER eingesetzt?||ONS-SI+-10G-ER ist ausgelegt für Metro-/Weitverkehrsnetz.##Wie wird ONS-SI+-10G-ER mit Strom versorgt?||ONS-SI+-10G-ER bezieht die Versorgung über den Host-Port; ein externes Netzteil ist nicht erforderlich."
ONS-SI+-10G-ZR,FAQ,"Welche Datenrate überträgt ONS-SI+-10G-ZR?||ONS-SI+-10G-ZR überträgt 10 Gbit/s gemäß 10GBASE-ZR.##Welchen Formfaktor und Anschluss hat ONS-SI+-10G-ZR?||ONS-SI+-10G-ZR ist im Formfaktor SFP+ ausgeführt mit Anschluss Duplex LC.##Welche Reichweite erzielt ONS-SI+-10G-ZR?||ONS-SI+-10G-ZR überbrückt 80 km bei 1550 nm.##Unterstützt ONS-SI+-10G-ZR digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei ONS-SI+-10G-ZR: Ja.##In welchem Temperaturbereich arbeitet ONS-SI+-10G-ZR?||ONS-SI+-10G-ZR arbeitet laut Datenblatt im Bereich -28 bis 85 °C.##Wofür wird ONS-SI+-10G-ZR eingesetzt?||ONS-SI+-10G-ZR ist ausgelegt für Weitverkehrsnetz (Langstrecke).##Wie wird ONS-SI+-10G-ZR mit Strom versorgt?||ONS-SI+-10G-ZR bezieht die Versorgung über den Host-Port; ein externes Netzteil ist nicht erforderlich."
GLC-LH-LMM-TI,FAQ,"Welche Datenrate überträgt GLC-LH-LMM-TI?||GLC-LH-LMM-TI überträgt 1 Gbit/s gemäß 1000BASE-LX/LH.##Welchen Formfaktor und Anschluss hat GLC-LH-LMM-TI?||GLC-LH-LMM-TI ist im Formfaktor SFP ausgeführt mit Anschluss Duplex LC.##Welche Reichweite erzielt GLC-LH-LMM-TI?||GLC-LH-LMM-TI überbrückt 10 km bei 1310 nm.##Unterstützt GLC-LH-LMM-TI digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei GLC-LH-LMM-TI: Ja.##In welchem Temperaturbereich arbeitet GLC-LH-LMM-TI?||GLC-LH-LMM-TI arbeitet laut Datenblatt im Bereich -40 bis 85 °C.##Wofür wird GLC-LH-LMM-TI eingesetzt?||GLC-LH-LMM-TI ist ausgelegt für Campus-/Metro-Netz (Langstrecke).##Wie wird GLC-LH-LMM-TI mit Strom versorgt?||GLC-LH-LMM-TI bezieht die Versorgung über den Host-Port; ein externes Netzteil ist nicht erforderlich."
GLC-ZX-LMM-TI,FAQ,"Welche Datenrate überträgt GLC-ZX-LMM-TI?||GLC-ZX-LMM-TI überträgt 1 Gbit/s gemäß 1000BASE-ZX.##Welchen Formfaktor und Anschluss hat GLC-ZX-LMM-TI?||GLC-ZX-LMM-TI ist im Formfaktor SFP ausgeführt mit Anschluss Duplex LC.##Welche Reichweite erzielt GLC-ZX-LMM-TI?||GLC-ZX-LMM-TI überbrückt bis 70 km bei 1550 nm.##Unterstützt GLC-ZX-LMM-TI digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei GLC-ZX-LMM-TI: Ja.##In welchem Temperaturbereich arbeitet GLC-ZX-LMM-TI?||GLC-ZX-LMM-TI arbeitet laut Datenblatt im Bereich -40 bis 85 °C.##Wofür wird GLC-ZX-LMM-TI eingesetzt?||GLC-ZX-LMM-TI ist ausgelegt für Weitverkehrsnetz (Langstrecke).##Wie wird GLC-ZX-LMM-TI mit Strom versorgt?||GLC-ZX-LMM-TI bezieht die Versorgung über den Host-Port; ein externes Netzteil ist nicht erforderlich."
GLC-T++,FAQ,"Welche Datenrate überträgt GLC-T++?||GLC-T++ überträgt 1 Gbit/s gemäß 1000BASE-T.##Welchen Formfaktor und Anschluss hat GLC-T++?||GLC-T++ ist im Formfaktor SFP ausgeführt mit Anschluss RJ-45.##Welche Reichweite erzielt GLC-T++?||GLC-T++ überbrückt 100 m.##Unterstützt GLC-T++ digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei GLC-T++: Nein.##In welchem Temperaturbereich arbeitet GLC-T++?||GLC-T++ arbeitet laut Datenblatt im Bereich 0 bis 70 °C.##Wofür wird GLC-T++ eingesetzt?||GLC-T++ ist ausgelegt für Zugriffs-/Verteilnetz (Kupfer).##Wie wird GLC-T++ mit Strom versorgt?||GLC-T++ bezieht die Versorgung über den Host-Port; ein externes Netzteil ist nicht erforderlich."
GLC-TE++,FAQ,"Welche Datenrate überträgt GLC-TE++?||GLC-TE++ überträgt 1 Gbit/s gemäß 1000BASE-T.##Welchen Formfaktor und Anschluss hat GLC-TE++?||GLC-TE++ ist im Formfaktor SFP ausgeführt mit Anschluss RJ-45.##Welche Reichweite erzielt GLC-TE++?||GLC-TE++ überbrückt 100 m.##Unterstützt GLC-TE++ digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei GLC-TE++: Nein.##In welchem Temperaturbereich arbeitet GLC-TE++?||GLC-TE++ arbeitet laut Datenblatt im Bereich 0 bis 70 °C.##Wofür wird GLC-TE++ eingesetzt?||GLC-TE++ ist ausgelegt für Zugriffs-/Verteilnetz (Kupfer).##Wie wird GLC-TE++ mit Strom versorgt?||GLC-TE++ bezieht die Versorgung über den Host-Port; ein externes Netzteil ist nicht erforderlich."
S1G-LH-PM-D-I,FAQ,"Welche Datenrate überträgt S1G-LH-PM-D-I?||S1G-LH-PM-D-I überträgt 1 Gbit/s gemäß 1000BASE-LX.##Welchen Formfaktor und Anschluss hat S1G-LH-PM-D-I?||S1G-LH-PM-D-I ist im Formfaktor SFP ausgeführt mit Anschluss Duplex LC.##Welche Reichweite erzielt S1G-LH-PM-D-I?||S1G-LH-PM-D-I überbrückt 10 km bei 1310 nm.##Unterstützt S1G-LH-PM-D-I digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei S1G-LH-PM-D-I: Ja.##In welchem Temperaturbereich arbeitet S1G-LH-PM-D-I?||S1G-LH-PM-D-I arbeitet laut Datenblatt im Bereich -40 bis 85 °C.##Wofür wird S1G-LH-PM-D-I eingesetzt?||S1G-LH-PM-D-I ist ausgelegt für Campus-/Metro-Netz (Langstrecke).##Wie wird S1G-LH-PM-D-I mit Strom versorgt?||S1G-LH-PM-D-I bezieht die Versorgung über den Host-Port; ein externes Netzteil ist nicht erforderlich."
S1G-SX-PM-D-I,FAQ,"Welche Datenrate überträgt S1G-SX-PM-D-I?||S1G-SX-PM-D-I überträgt 1 Gbit/s gemäß 1000BASE-SX.##Welchen Formfaktor und Anschluss hat S1G-SX-PM-D-I?||S1G-SX-PM-D-I ist im Formfaktor SFP ausgeführt mit Anschluss Duplex LC.##Welche Reichweite erzielt S1G-SX-PM-D-I?||S1G-SX-PM-D-I überbrückt bis 550 m bei 850 nm.##Unterstützt S1G-SX-PM-D-I digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei S1G-SX-PM-D-I: Ja.##In welchem Temperaturbereich arbeitet S1G-SX-PM-D-I?||S1G-SX-PM-D-I arbeitet laut Datenblatt im Bereich -40 bis 85 °C.##Wofür wird S1G-SX-PM-D-I eingesetzt?||S1G-SX-PM-D-I ist ausgelegt für Rechenzentrum (Kurzstrecke).##Wie wird S1G-SX-PM-D-I mit Strom versorgt?||S1G-SX-PM-D-I bezieht die Versorgung über den Host-Port; ein externes Netzteil ist nicht erforderlich."
S1G-TE-PM-D-I,FAQ,"Welche Datenrate überträgt S1G-TE-PM-D-I?||S1G-TE-PM-D-I überträgt 1 Gbit/s gemäß 1000BASE-T.##Welchen Formfaktor und Anschluss hat S1G-TE-PM-D-I?||S1G-TE-PM-D-I ist im Formfaktor SFP ausgeführt mit Anschluss RJ-45.##Welche Reichweite erzielt S1G-TE-PM-D-I?||S1G-TE-PM-D-I überbrückt 100 m.##Unterstützt S1G-TE-PM-D-I digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei S1G-TE-PM-D-I: Nein.##In welchem Temperaturbereich arbeitet S1G-TE-PM-D-I?||S1G-TE-PM-D-I arbeitet laut Datenblatt im Bereich -40 bis 85 °C.##Wofür wird S1G-TE-PM-D-I eingesetzt?||S1G-TE-PM-D-I ist ausgelegt für Zugriffs-/Verteilnetz (Kupfer).##Wie wird S1G-TE-PM-D-I mit Strom versorgt?||S1G-TE-PM-D-I bezieht die Versorgung über den Host-Port; ein externes Netzteil ist nicht erforderlich."
S10G-ER-PM-D-I,FAQ,"Welche Datenrate überträgt S10G-ER-PM-D-I?||S10G-ER-PM-D-I überträgt 10 Gbit/s gemäß 10GBASE-ER.##Welchen Formfaktor und Anschluss hat S10G-ER-PM-D-I?||S10G-ER-PM-D-I ist im Formfaktor SFP+ ausgeführt mit Anschluss Duplex LC.##Welche Reichweite erzielt S10G-ER-PM-D-I?||S10G-ER-PM-D-I überbrückt 40 km bei 1550 nm.##Unterstützt S10G-ER-PM-D-I digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei S10G-ER-PM-D-I: Ja.##In welchem Temperaturbereich arbeitet S10G-ER-PM-D-I?||S10G-ER-PM-D-I arbeitet laut Datenblatt im Bereich -40 bis 85 °C.##Wofür wird S10G-ER-PM-D-I eingesetzt?||S10G-ER-PM-D-I ist ausgelegt für Metro-/Weitverkehrsnetz.##Wie wird S10G-ER-PM-D-I mit Strom versorgt?||S10G-ER-PM-D-I bezieht die Versorgung über den Host-Port; ein externes Netzteil ist nicht erforderlich."
S10G-LR-PM-D-I,FAQ,"Welche Datenrate überträgt S10G-LR-PM-D-I?||S10G-LR-PM-D-I überträgt 10 Gbit/s gemäß 10GBASE-LR.##Welchen Formfaktor und Anschluss hat S10G-LR-PM-D-I?||S10G-LR-PM-D-I ist im Formfaktor SFP+ ausgeführt mit Anschluss Duplex LC.##Welche Reichweite erzielt S10G-LR-PM-D-I?||S10G-LR-PM-D-I überbrückt 10 km bei 1310 nm.##Unterstützt S10G-LR-PM-D-I digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei S10G-LR-PM-D-I: Ja.##In welchem Temperaturbereich arbeitet S10G-LR-PM-D-I?||S10G-LR-PM-D-I arbeitet laut Datenblatt im Bereich -40 bis 85 °C.##Wofür wird S10G-LR-PM-D-I eingesetzt?||S10G-LR-PM-D-I ist ausgelegt für Campus-/Metro-Netz (Langstrecke).##Wie wird S10G-LR-PM-D-I mit Strom versorgt?||S10G-LR-PM-D-I bezieht die Versorgung über den Host-Port; ein externes Netzteil ist nicht erforderlich."
S10G-SR-PM-D-I,FAQ,"Welche Datenrate überträgt S10G-SR-PM-D-I?||S10G-SR-PM-D-I überträgt 10 Gbit/s gemäß 10GBASE-SR.##Welchen Formfaktor und Anschluss hat S10G-SR-PM-D-I?||S10G-SR-PM-D-I ist im Formfaktor SFP+ ausgeführt mit Anschluss Duplex LC.##Welche Reichweite erzielt S10G-SR-PM-D-I?||S10G-SR-PM-D-I überbrückt bis 150 m (OM3+) bei 850 nm.##Unterstützt S10G-SR-PM-D-I digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei S10G-SR-PM-D-I: Ja.##In welchem Temperaturbereich arbeitet S10G-SR-PM-D-I?||S10G-SR-PM-D-I arbeitet laut Datenblatt im Bereich -5 bis 85 °C.##Wofür wird S10G-SR-PM-D-I eingesetzt?||S10G-SR-PM-D-I ist ausgelegt für Rechenzentrum (Kurzstrecke).##Wie wird S10G-SR-PM-D-I mit Strom versorgt?||S10G-SR-PM-D-I bezieht die Versorgung über den Host-Port; ein externes Netzteil ist nicht erforderlich."
FET-10G,FAQ,"Welche Datenrate überträgt FET-10G?||FET-10G überträgt 10 Gbit/s gemäß 10GBASE-SR (FET).##Welchen Formfaktor und Anschluss hat FET-10G?||FET-10G ist im Formfaktor SFP+ ausgeführt mit Anschluss Dual LC.##Welche Reichweite erzielt FET-10G?||FET-10G überbrückt 25 m (OM2) / 100 m (OM3+) bei 850 nm.##Unterstützt FET-10G digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei FET-10G: Ja.##In welchem Temperaturbereich arbeitet FET-10G?||FET-10G arbeitet laut Datenblatt im Bereich 0 bis 70 °C.##Wofür wird FET-10G eingesetzt?||FET-10G ist ausgelegt für Rechenzentrum (Kurzstrecke).##Wie wird FET-10G mit Strom versorgt?||FET-10G bezieht die Versorgung über den Host-Port; ein externes Netzteil ist nicht erforderlich."
DP01QSDD-LK9,FAQ,"Welche Datenrate überträgt DP01QSDD-LK9?||DP01QSDD-LK9 überträgt 400 Gbit/s (kohärent) gemäß 400G Coherent (OIF, ITU-T G.709).##Welchen Formfaktor und Anschluss hat DP01QSDD-LK9?||DP01QSDD-LK9 ist im Formfaktor QSFP-DD ausgeführt mit Anschluss LC.##Welche Reichweite erzielt DP01QSDD-LK9?||DP01QSDD-LK9 überbrückt Langstrecke (kohärent ZR+, je nach Linkbudget) bei C-Band durchstimmbar (1528,77–1567,13 nm / ~191,3–196,1 THz).##Unterstützt DP01QSDD-LK9 digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei DP01QSDD-LK9: Ja.##In welchem Temperaturbereich arbeitet DP01QSDD-LK9?||DP01QSDD-LK9 arbeitet laut Datenblatt im Bereich -5 bis 75 °C.##Wofür wird DP01QSDD-LK9 eingesetzt?||DP01QSDD-LK9 ist ausgelegt für Carrier-/Transportnetz (DWDM / kohärent).##Wie wird DP01QSDD-LK9 mit Strom versorgt?||DP01QSDD-LK9 bezieht die Versorgung über den Host-Port; ein externes Netzteil ist nicht erforderlich."
DP04QSDD-HE0-A1,FAQ,"Welche Datenrate überträgt DP04QSDD-HE0-A1?||DP04QSDD-HE0-A1 überträgt 400 Gbit/s (kohärent) gemäß 400G Coherent (OIF, ITU-T G.709).##Welchen Formfaktor und Anschluss hat DP04QSDD-HE0-A1?||DP04QSDD-HE0-A1 ist im Formfaktor QSFP-DD ausgeführt mit Anschluss LC.##Welche Reichweite erzielt DP04QSDD-HE0-A1?||DP04QSDD-HE0-A1 überbrückt Langstrecke (kohärent ZR+, je nach Linkbudget) bei C-Band durchstimmbar (1528,77–1567,13 nm / ~191,3–196,1 THz).##Unterstützt DP04QSDD-HE0-A1 digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei DP04QSDD-HE0-A1: Ja.##In welchem Temperaturbereich arbeitet DP04QSDD-HE0-A1?||DP04QSDD-HE0-A1 arbeitet laut Datenblatt im Bereich -5 bis 75 °C.##Wofür wird DP04QSDD-HE0-A1 eingesetzt?||DP04QSDD-HE0-A1 ist ausgelegt für Carrier-/Transportnetz (DWDM / kohärent).##Wie wird DP04QSDD-HE0-A1 mit Strom versorgt?||DP04QSDD-HE0-A1 bezieht die Versorgung über den Host-Port; ein externes Netzteil ist nicht erforderlich."
DP04QSDD-HK9,FAQ,"Welche Datenrate überträgt DP04QSDD-HK9?||DP04QSDD-HK9 überträgt 400 Gbit/s (kohärent) gemäß 400G Coherent (OIF, ITU-T G.709).##Welchen Formfaktor und Anschluss hat DP04QSDD-HK9?||DP04QSDD-HK9 ist im Formfaktor QSFP-DD ausgeführt mit Anschluss LC.##Welche Reichweite erzielt DP04QSDD-HK9?||DP04QSDD-HK9 überbrückt Langstrecke (kohärent ZR+, je nach Linkbudget) bei C-Band durchstimmbar (1528,77–1567,13 nm / ~191,3–196,1 THz).##Unterstützt DP04QSDD-HK9 digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei DP04QSDD-HK9: Ja.##In welchem Temperaturbereich arbeitet DP04QSDD-HK9?||DP04QSDD-HK9 arbeitet laut Datenblatt im Bereich -5 bis 75 °C.##Wofür wird DP04QSDD-HK9 eingesetzt?||DP04QSDD-HK9 ist ausgelegt für Carrier-/Transportnetz (DWDM / kohärent).##Wie wird DP04QSDD-HK9 mit Strom versorgt?||DP04QSDD-HK9 bezieht die Versorgung über den Host-Port; ein externes Netzteil ist nicht erforderlich."
